"","comuna_name","year","geography_unit","weighted_mean_income","weighted_median_income","weighted_gini_income","lb_weighted_mean_income","ub_weighted_mean_income","lb_weighted_median_income","ub_weighted_median_income","lb_weighted_gini_income","ub_weighted_gini_income"
"305","Chillán",2009,3,147195,115345,0.39,140056,154503,111553,122181,0.374,0.405
"306","Chillán",1998,3,51914,34348,0.453,48193,55388,32198,35929,0.422,0.475
"307","Chillán",1996,3,61278,34050,0.518,54142,71658,32463,39266,0.472,0.572
"308","Chillán",2006,3,126042,82443,0.465,118392,135050,79420,86911,0.445,0.49
"309","Chillán",2003,3,63261,41933,0.48,58252,70326,38670,45602,0.454,0.507
"310","Chillán",1994,3,30922,22464,0.447,29077,33173,19983,23562,0.423,0.467
"311","Chillán",1992,3,30678,17649,0.469,28240,34424,17354,19319,0.434,0.514
"312","Chillán",2015,3,226455,150497,0.453,210195,242387,144000,160416,0.417,0.484
"313","Chillán",2011,3,163231,118842,0.4,151520,172068,112010,124300,0.375,0.429
"314","Chillán Viejo",2015,3,201861,152270,0.397,181605,228150,142033,162857,0.355,0.437
"315","Chillán Viejo",2006,3,132800,85626,0.473,122701,143618,80968,95515,0.444,0.495
"316","Chillán Viejo",2009,3,156404,100815,0.487,141009,169298,94503,103724,0.444,0.516
"317","Chillán Viejo",2000,3,61768,43965,0.458,56740,68454,41362,48200,0.408,0.502
"318","Chillán Viejo",2003,3,64605,45618,0.404,61110,68957,43708,49641,0.384,0.424
"319","Chillán Viejo",2011,3,168264,122834,0.46,141001,193897,108674,128375,0.381,0.519
"320","Chillán Viejo",1994,3,26746,19260,0.427,24928,28506,18625,20758,0.399,0.447
"321","Chillán Viejo",1992,3,44098,23022,0.564,37210,50871,21460,24462,0.496,0.608
"322","Chimbarongo",2006,3,97952,62715,0.454,85800,110893,58573,67229,0.39,0.501
"323","Chimbarongo",2011,3,124202,103952,0.383,113266,134132,92323,107327,0.349,0.414
"324","Chimbarongo",2009,3,109118,86697,0.335,101941,117830,81552,90967,0.31,0.365
"325","Chimbarongo",2015,3,176394,137161,0.382,162158,195073,126943,153563,0.337,0.422
"326","Chimbarongo",2000,3,64686,49123,0.389,60342,68614,46992,52838,0.366,0.405
"327","Cholchol",2009,3,95694,66468,0.474,81879,112427,61870,70826,0.393,0.545
"328","Cholchol",2006,3,73337,60734,0.372,70211,78053,58198,65069,0.351,0.39
"329","Cholchol",2011,3,106923,72427,0.487,89976,123318,64510,78366,0.417,0.552
"330","Chonchi",2011,3,166143,106067,0.467,143737,187792,97930,112949,0.399,0.512
"331","Chonchi",2003,3,76102,48735,0.49,68188,89362,43461,56470,0.446,0.536
"332","Chonchi",2006,3,128461,93105,0.435,118072,139907,84606,95992,0.393,0.466
"333","Chonchi",2009,3,165610,98258,0.477,147442,186101,89861,107502,0.438,0.515
"334","Cisnes",2006,3,159023,112065,0.462,141483,180664,106437,119919,0.417,0.509
"335","Cisnes",2011,3,228174,134047,0.486,201730,267735,126107,153966,0.441,0.516
"336","Cisnes",2009,3,206373,129873,0.469,184895,230157,124036,142703,0.419,0.506
"337","Cobquecura",2000,3,58815,40270,0.416,55613,62447,39313,43531,0.393,0.436
"338","Cobquecura",1996,3,49140,33285,0.457,45851,53749,32018,34444,0.427,0.482
"339","Cobquecura",2011,3,129333,106343,0.326,115313,146652,95198,118649,0.275,0.375
"340","Cobquecura",1994,3,33088,21931,0.443,30793,36599,21560,22695,0.408,0.481
"341","Cobquecura",2006,3,76175,53615,0.447,68420,85261,50112,56176,0.399,0.488
"342","Cobquecura",2009,3,102663,72457,0.453,95474,112384,64409,77891,0.427,0.489
"343","Cobquecura",1990,3,22765,15711,0.471,21188,24523,14697,15952,0.447,0.5
"344","Cobquecura",1998,3,50081,36532,0.443,44665,53986,34961,37826,0.395,0.478
"345","Cobquecura",2003,3,68462,52493,0.398,63692,74108,48911,53562,0.367,0.433
"346","Cobquecura",1992,3,34968,23610,0.479,31472,38889,20838,24530,0.436,0.521
"347","Cochrane",2015,3,320757,215025,0.456,262235,420798,194960,243374,0.355,0.577
"348","Cochrane",2011,3,333126,176174,0.514,296418,383375,159411,243597,0.471,0.552
"349","Cochrane",2006,3,196841,152410,0.419,185314,208248,143161,159701,0.392,0.437
"350","Cochrane",2009,3,182190,111126,0.446,164881,199532,107757,135000,0.416,0.469
"351","Codegua",1996,3,77525,58300,0.431,71576,84529,54955,62866,0.405,0.467
"352","Codegua",2011,3,161867,112078,0.445,144143,186699,102299,120753,0.401,0.495
"353","Codegua",2000,3,90996,60693,0.465,83719,97389,53652,64380,0.434,0.494
"354","Codegua",2015,3,185842,153364,0.325,170050,202979,135493,156710,0.278,0.368
"355","Codegua",2009,3,133239,111813,0.322,124269,144672,106982,118112,0.294,0.356
"356","Codegua",2003,3,91486,64437,0.426,84447,97996,60000,72517,0.39,0.454
"357","Codegua",1998,3,72930,50531,0.438,68406,78888,48230,54282,0.416,0.461
"358","Codegua",2006,3,104635,82612,0.357,99366,111733,79899,90918,0.328,0.381
"359","Coelemu",1992,3,23568,15339,0.464,21775,25786,14605,16507,0.434,0.494
"360","Coelemu",2009,3,101036,79320,0.37,93972,106371,72915,85563,0.344,0.393
"361","Coelemu",2003,3,75372,50822,0.476,69584,81104,48289,51995,0.452,0.503
"362","Coelemu",2000,3,61860,36978,0.501,55424,69167,34232,39915,0.462,0.535
"363","Coelemu",2006,3,98479,62691,0.492,88124,110776,60568,66178,0.44,0.537
"364","Coelemu",1994,3,40850,27040,0.433,37237,43546,25740,27961,0.389,0.461
"365","Coelemu",2011,3,212004,75265,0.692,123423,320719,67097,86887,0.488,0.779
"366","Coihaique",2009,3,249779,126159,0.571,215693,281287,123015,139859,0.52,0.603
"367","Coihaique",1994,3,71420,39123,0.518,65682,75899,36584,40938,0.492,0.536
"368","Coihaique",2011,3,310214,173822,0.52,292176,333536,164076,183007,0.501,0.543
"369","Coihaique",2015,3,314731,215884,0.442,296885,332643,208808,230067,0.421,0.462
"370","Coihaique",2000,3,144919,91322,0.496,131128,155412,89300,100037,0.461,0.527
"371","Coihaique",2003,3,185358,102900,0.554,168943,205345,93733,113116,0.527,0.581
"372","Coihaique",1998,3,174135,82275,0.633,143955,210930,79619,86049,0.563,0.685
"373","Coihaique",1996,3,89879,54592,0.488,83430,95881,52212,56640,0.46,0.507
"374","Coihaique",1992,3,50668,32068,0.484,46285,56333,29988,32834,0.442,0.529
"375","Coihaique",2006,3,153587,119167,0.429,142485,161026,105355,126865,0.407,0.451
"376","Coihaique",1990,3,36760,19980,0.536,34276,40369,19217,20491,0.513,0.569
"377","Coihueco",2011,3,118198,68479,0.491,105513,134549,59254,78685,0.442,0.547
"378","Coihueco",2003,3,103613,40584,0.677,73740,159302,35623,46900,0.542,0.79
"379","Coihueco",2006,3,78373,52873,0.48,70366,90904,51343,56615,0.429,0.54
"380","Coihueco",1994,3,43002,28386,0.477,39322,47551,26656,29529,0.439,0.514
"381","Coihueco",1998,3,72641,33468,0.62,63578,86266,31734,37038,0.561,0.673
"382","Coihueco",2000,3,69459,40226,0.542,57697,80704,38291,43684,0.467,0.601
"383","Coihueco",2009,3,93681,70206,0.413,86381,100813,66700,76113,0.377,0.45
"384","Coihueco",1992,3,41141,23180,0.514,35271,51856,22791,23960,0.434,0.612
"385","Coihueco",1996,3,52420,31822,0.502,47926,57524,29984,34000,0.468,0.528
"386","Coinco",1998,3,71580,43828,0.504,64074,80028,40132,46184,0.458,0.539
"387","Coinco",2011,3,154389,116462,0.424,131860,178632,103969,127520,0.343,0.48
"388","Coinco",2006,3,136063,93153,0.468,121694,153004,86663,95171,0.41,0.523
"389","Coinco",2009,3,145534,110745,0.355,137536,157323,108143,119528,0.329,0.381
"390","Coinco",2000,3,88362,55432,0.507,76303,99938,49366,60000,0.45,0.551
"391","Coinco",1996,3,64016,40094,0.51,57212,72402,37929,42540,0.456,0.558
"392","Coinco",2003,3,79104,64004,0.362,74852,83431,59740,65824,0.331,0.389
"393","Colbún",1994,3,24458,17126,0.453,22370,26725,15967,18517,0.415,0.489
"394","Colbún",2003,3,93713,52862,0.513,80601,106714,49404,59556,0.45,0.556
"395","Colbún",2011,3,156134,118152,0.425,142466,171373,110352,126826,0.377,0.465
"396","Colbún",2006,3,90002,59426,0.466,81492,99927,57156,64828,0.429,0.508
"397","Colbún",2009,3,125351,97829,0.401,117692,136087,92617,102700,0.37,0.435
"398","Colbún",2015,3,172772,136006,0.356,157951,187492,127397,149031,0.326,0.39
"399","Colbún",2000,3,85206,41144,0.555,75293,100471,39982,46883,0.515,0.596
"400","Colina",1994,3,90004,63894,0.448,83446,98132,59582,64628,0.409,0.481
"401","Colina",1992,3,70455,47127,0.516,62523,77217,42391,50181,0.467,0.563
"402","Colina",2011,3,181640,139959,0.362,165794,202457,136494,151713,0.313,0.408
"403","Colina",1998,3,95484,73312,0.425,90595,100979,69331,77379,0.405,0.441
"404","Colina",2009,3,180831,120336,0.442,165500,198507,116136,135961,0.416,0.462
"405","Colina",2000,3,118482,71133,0.528,97094,144594,65924,73340,0.436,0.607
"406","Colina",2015,3,190638,147996,0.359,180093,207059,144792,157819,0.335,0.398
"407","Colina",2006,3,172894,104535,0.535,157065,192023,1e+05,108837,0.494,0.571
"408","Colina",2003,3,138629,99598,0.436,128712,150517,91811,103351,0.407,0.471
"409","Colina",1996,3,89789,67387,0.401,85326,94542,63108,73701,0.384,0.42
"410","Colina",1990,3,34571,21965,0.462,32411,37194,20450,22972,0.442,0.482
"411","Collipulli",2011,3,151358,94616,0.542,125750,178937,76034,96371,0.466,0.599
"412","Collipulli",1998,3,98104,42765,0.661,82632,125989,40561,44612,0.601,0.72
"413","Collipulli",2003,3,69544,47292,0.487,62887,77688,40738,50147,0.45,0.529
"414","Collipulli",1996,3,62275,35562,0.556,53989,70150,33968,37522,0.509,0.596
"415","Collipulli",2000,3,80247,45540,0.559,70116,91569,38943,48937,0.509,0.599
"416","Collipulli",2009,3,116994,78896,0.494,99867,138788,74965,83699,0.434,0.566
"417","Collipulli",2006,3,90444,53244,0.524,82011,98273,49352,56865,0.496,0.547
"418","Collipulli",2015,3,161688,110389,0.442,152724,172766,107333,114112,0.408,0.471
"419","Coltauco",2006,3,137946,88572,0.477,124551,149967,80771,92458,0.448,0.508
"420","Coltauco",2009,3,163067,85481,0.518,130786,199758,81897,96079,0.431,0.584
"421","Coltauco",2011,3,201163,136735,0.446,175544,231752,127344,152363,0.385,0.494
"422","Coltauco",2000,3,68892,50448,0.423,62341,75477,48460,54211,0.379,0.469
"423","Coltauco",2015,3,189547,151092,0.366,179683,198161,146406,154774,0.338,0.393
"424","Combarbalá",1994,3,74487,23337,0.705,60495,90459,22514,24500,0.672,0.729
"425","Combarbalá",2009,3,122984,90044,0.43,111893,135554,85383,95022,0.39,0.474
"426","Combarbalá",2003,3,69380,40537,0.517,62092,76531,37851,44598,0.487,0.544
"427","Combarbalá",2006,3,97342,68175,0.46,86126,109007,63587,70029,0.409,0.51
"428","Combarbalá",1998,3,60908,47423,0.431,55729,66490,44286,47898,0.392,0.483
"429","Combarbalá",1996,3,54083,31115,0.54,43102,67391,28576,34037,0.442,0.62
"430","Combarbalá",2000,3,58961,42670,0.459,53144,67853,34227,46448,0.421,0.508
"431","Combarbalá",2011,3,112250,84528,0.402,97632,133279,70381,105618,0.35,0.459
"432","Con Cón",2015,3,359135,238980,0.452,334612,379518,212500,258037,0.426,0.472
"433","Con Cón",2009,3,300039,195000,0.447,279488,320990,178667,209332,0.429,0.468
"434","Con Cón",2006,3,255069,132653,0.585,227486,293182,114411,148231,0.551,0.609
"435","Con Cón",1996,3,56014,36368,0.443,51873,60034,34400,39450,0.419,0.464
"436","Con Cón",1998,3,68065,46313,0.447,61799,76635,42848,46746,0.398,0.5
"437","Con Cón",2000,3,96174,46472,0.574,78353,118135,44553,48999,0.48,0.643
"438","Con Cón",1994,3,52747,31336,0.465,47789,57265,28906,34791,0.438,0.501
"439","Con Cón",2011,3,188962,94075,0.566,153504,254541,83333,123075,0.493,0.623
"440","Con Cón",2003,3,80072,58948,0.401,72215,88243,52598,64959,0.36,0.445
"441","Concepción",1994,3,58933,34063,0.488,55120,63276,32314,37950,0.468,0.513
"442","Concepción",2015,3,267698,174648,0.468,254958,279482,164882,180000,0.448,0.481
"443","Concepción",1992,3,55161,33383,0.536,48760,66332,29920,35020,0.479,0.596
"444","Concepción",1996,3,75792,47516,0.512,70069,82917,40935,52214,0.484,0.54
"445","Concepción",2003,3,105477,61971,0.508,97417,112948,57863,64124,0.479,0.533
"446","Concepción",2000,3,101299,75549,0.466,84798,122276,61124,82760,0.413,0.55
"447","Concepción",2006,3,172935,97770,0.52,152773,189592,90149,104509,0.478,0.56
"448","Concepción",1998,3,103979,71775,0.486,97027,110406,66692,73923,0.463,0.506
"449","Concepción",1990,3,32546,16485,0.579,27552,37160,15568,17525,0.524,0.62
"450","Concepción",2011,3,235157,117474,0.596,199717,278162,101021,135033,0.559,0.655
"451","Concepción",2009,3,211285,128448,0.513,191010,230464,119783,139649,0.473,0.551
"452","Conchalí",1994,3,43787,36720,0.384,41779,45962,33078,39474,0.367,0.401
"453","Conchalí",1992,3,39015,28959,0.369,37304,40706,27911,31080,0.351,0.383
"454","Conchalí",2011,3,199500,163000,0.373,184008,223003,149645,191450,0.346,0.412
"455","Conchalí",2006,3,144913,109694,0.397,136400,155271,106316,112420,0.365,0.437
"456","Conchalí",2000,3,164845,76984,0.616,146784,184406,71507,80910,0.584,0.64
"457","Conchalí",2009,3,163926,124069,0.39,153042,176016,115500,128280,0.359,0.432
"458","Conchalí",1998,3,92827,60207,0.482,85730,99708,54720,62815,0.458,0.504
"459","Conchalí",2003,3,145112,83050,0.538,133197,157900,78166,92769,0.51,0.564
"460","Conchalí",2015,3,206460,167943,0.351,199986,210427,164544,171481,0.343,0.358
"461","Constitución",1994,3,38091,26786,0.424,35855,41832,26377,28634,0.399,0.455
"462","Constitución",1996,3,46860,33166,0.431,44462,49779,31784,34315,0.411,0.455
"463","Constitución",2009,3,155720,96139,0.477,141672,173932,92324,102607,0.432,0.527
"464","Constitución",2000,3,110781,50828,0.61,91121,135390,49318,51655,0.528,0.674
"465","Constitución",2003,3,60055,46750,0.379,56074,66419,45537,50811,0.341,0.437
"466","Constitución",1998,3,75914,50573,0.472,70406,82689,44842,55509,0.439,0.501
"467","Constitución",2011,3,238270,134015,0.534,208973,267507,116437,141607,0.509,0.563
"468","Constitución",2006,3,97878,69252,0.437,90261,103949,65761,72414,0.412,0.467
"469","Constitución",2015,3,172319,142100,0.378,158349,192456,134815,153016,0.347,0.435
"470","Contulmo",2003,3,60144,44528,0.417,55836,64749,40281,47038,0.385,0.454
"471","Contulmo",2011,3,90835,74312,0.41,79150,102573,61786,81804,0.372,0.448
"472","Contulmo",2006,3,59606,47174,0.353,56610,64396,45045,51599,0.33,0.39
"473","Contulmo",1994,3,37261,24349,0.481,33554,41465,22941,25082,0.443,0.514
"474","Contulmo",2009,3,112050,80082,0.409,104475,120969,76935,81845,0.382,0.436
"475","Contulmo",1992,3,26161,18074,0.417,24375,28609,17762,18964,0.388,0.449
"476","Contulmo",2000,3,71138,45389,0.49,62239,78473,43525,47946,0.45,0.516
"477","Copiapó",1992,3,33944,22680,0.451,30697,37041,21317,25685,0.422,0.485
"478","Copiapó",1996,3,58832,39050,0.478,53364,64946,35479,41746,0.444,0.508
"479","Copiapó",2003,3,81064,60855,0.435,75084,85482,56660,65212,0.41,0.458
"480","Copiapó",1998,3,59304,40645,0.404,55152,64597,37430,45481,0.371,0.431
"481","Copiapó",2011,3,240468,164926,0.458,229393,251181,159611,174492,0.44,0.475
"482","Copiapó",1994,3,40406,31594,0.385,37339,44015,30020,35472,0.348,0.419
"483","Copiapó",2009,3,173154,134900,0.415,159244,184228,122215,139264,0.385,0.436
"484","Copiapó",2015,3,274953,193823,0.428,268989,280916,187697,2e+05,0.417,0.44
"485","Copiapó",2006,3,175195,114770,0.462,161396,189863,109015,124142,0.437,0.486
"486","Copiapó",2000,3,90385,58791,0.48,79066,99785,55208,63357,0.431,0.515
"487","Coquimbo",2006,3,121686,84890,0.432,114582,128945,79963,92137,0.409,0.46
"488","Coquimbo",2009,3,211570,114717,0.519,196536,231477,109491,125131,0.492,0.542
"489","Coquimbo",2003,3,77623,46106,0.512,68987,86931,43069,49646,0.462,0.553
"490","Coquimbo",1998,3,63740,43366,0.449,58616,71045,40714,47553,0.41,0.485
"491","Coquimbo",1994,3,43312,24964,0.504,37008,49696,24001,26592,0.44,0.555
"492","Coquimbo",2000,3,67609,43025,0.504,61241,74397,39236,48693,0.455,0.535
"493","Coquimbo",2011,3,169992,124326,0.39,159495,183804,116189,127592,0.365,0.426
"494","Coquimbo",2015,3,216876,155691,0.412,208887,224436,151229,159559,0.396,0.426
"495","Coronel",2009,3,122253,87295,0.425,112154,130494,81757,94005,0.39,0.453
"496","Coronel",2003,3,86299,44328,0.564,73183,95479,40876,47710,0.508,0.608
"497","Coronel",1994,3,50700,27280,0.55,45626,56333,26604,28333,0.513,0.582
"498","Coronel",1992,3,34946,19553,0.532,31866,37927,17993,20131,0.5,0.556
"499","Coronel",2011,3,130507,92000,0.422,115385,149331,85957,95947,0.374,0.486
"500","Coronel",2015,3,177837,146541,0.345,170765,186189,140715,152444,0.33,0.361
"501","Coronel",2000,3,73524,43502,0.521,68651,79910,40785,46014,0.497,0.547
"502","Coronel",2006,3,115962,74287,0.472,106482,128233,72156,77895,0.434,0.514
"503","Coronel",1998,3,79348,49044,0.505,69276,86659,47206,51072,0.46,0.535
"504","Coronel",1996,3,55998,33927,0.514,51029,60926,32014,35525,0.486,0.544
"505","Corral",2009,3,114570,85441,0.39,108071,121419,82796,93958,0.36,0.406
"506","Corral",2011,3,117053,105291,0.3,108929,127726,99534,108186,0.257,0.336
"507","Cunco",2000,3,67752,40452,0.496,60435,74150,39326,46150,0.464,0.532
"508","Cunco",2011,3,88620,69516,0.319,77088,104802,66960,82020,0.26,0.39
"509","Cunco",2009,3,98600,72674,0.446,86599,116276,65523,78000,0.388,0.526
"510","Cunco",2003,3,63311,44909,0.446,58606,66868,41360,49634,0.418,0.467
"511","Cunco",2006,3,102569,68548,0.465,90168,119845,62823,73299,0.41,0.542
"512","Cunco",2015,3,131232,100773,0.376,121763,141144,96474,110806,0.338,0.419
"513","Cunco",1998,3,53597,33064,0.488,48508,59201,31453,34737,0.447,0.523
"514","Cunco",1996,3,50018,28958,0.551,44172,56032,25947,30996,0.507,0.598
"515","Curacautín",2003,3,63417,43724,0.469,58679,67942,40807,45640,0.433,0.498
"516","Curacautín",2000,3,57016,35419,0.504,50776,63815,30152,38633,0.458,0.536
"517","Curacautín",2011,3,223620,139151,0.461,202868,258503,114343,165524,0.413,0.513
"518","Curacautín",2006,3,90855,53328,0.498,84197,98438,51838,57523,0.467,0.53
"519","Curacautín",2009,3,101912,76614,0.451,90873,118552,73038,81916,0.4,0.506
"520","Curacautín",2015,3,173612,120374,0.434,158108,192489,114123,131584,0.389,0.488
"521","Curacaví",2003,3,86760,58641,0.446,79651,92930,55410,62612,0.414,0.467
"522","Curacaví",2011,3,165941,112609,0.402,149006,182612,103139,142911,0.373,0.43
"523","Curacaví",2009,3,131874,97350,0.399,125485,139077,91247,103345,0.377,0.418
"524","Curacaví",2006,3,181270,91074,0.569,157420,210892,85503,96960,0.508,0.62
"525","Curacaví",1990,3,32788,16497,0.551,28867,37848,16079,18239,0.503,0.594
"526","Curacaví",2000,3,112111,56655,0.574,98756,125572,53024,58411,0.539,0.61
"527","Curacaví",1998,3,94793,47361,0.557,84859,108915,46541,52618,0.52,0.599
"528","Curacaví",1994,3,47309,31060,0.46,43638,51111,29020,33804,0.426,0.492
"529","Curacaví",1992,3,36542,27503,0.405,34187,39195,25284,29085,0.374,0.444
"530","Curaco de Vélez",2003,3,86689,57905,0.471,81146,93530,54591,64053,0.44,0.502
"531","Curaco de Vélez",2009,3,145561,110638,0.434,133887,164265,100057,115072,0.378,0.491
"532","Curaco de Vélez",2006,3,117081,88736,0.358,111063,124068,86892,95986,0.333,0.378
"533","Curaco de Vélez",2011,3,189247,101643,0.579,142592,237175,89229,122333,0.463,0.64
"534","Curaco de Vélez",2000,3,89298,46050,0.553,74617,105334,44543,48208,0.478,0.617
"535","Curanilahue",2011,3,130653,95012,0.385,119864,145035,91479,103299,0.351,0.408
"536","Curanilahue",2015,3,179635,142017,0.361,172739,188089,135220,146726,0.346,0.375
"537","Curanilahue",2003,3,61265,36496,0.504,55520,69492,33621,39242,0.457,0.554
"538","Curanilahue",2000,3,60482,41324,0.476,53367,68721,40609,45250,0.433,0.526
"539","Curanilahue",1994,3,27978,24437,0.348,26324,29651,22463,25161,0.318,0.375
"540","Curanilahue",2009,3,104592,86640,0.352,97310,110376,81770,90760,0.324,0.375
"541","Curanilahue",2006,3,82115,60687,0.416,77627,87984,57641,63961,0.378,0.444
"542","Curanilahue",1992,3,27159,17613,0.485,24184,29946,16845,18265,0.444,0.53
"543","Curarrehue",2006,3,86290,63409,0.418,80260,95217,57761,68096,0.391,0.453
"544","Curarrehue",2009,3,116682,76620,0.473,105875,126779,70712,80149,0.436,0.501
"545","Curarrehue",2011,3,112290,87449,0.42,102429,123038,76780,89404,0.388,0.454
"546","Curarrehue",2000,3,55322,32537,0.53,45563,70296,30698,35137,0.436,0.623
"547","Curarrehue",2003,3,68199,46732,0.438,63582,73958,46299,48536,0.407,0.475
"548","Curepto",2006,3,86603,64346,0.436,79990,94129,59750,68370,0.402,0.474
"549","Curepto",2003,3,89716,58333,0.451,81934,97957,56182,60003,0.408,0.487
"550","Curepto",2011,3,123218,83678,0.43,104490,137716,79581,94688,0.364,0.468
"551","Curepto",2000,3,145229,64153,0.626,122009,176699,62219,68489,0.571,0.685
"552","Curepto",1994,3,52865,32218,0.509,47597,60086,30357,33951,0.456,0.55
"553","Curepto",2009,3,132618,88212,0.408,124338,144217,85970,93839,0.386,0.438
"554","Curicó",2000,3,90007,52415,0.539,83803,99215,49630,54780,0.518,0.563
"555","Curicó",2009,3,204809,115834,0.534,189401,235906,107316,130904,0.506,0.58
"556","Curicó",2006,3,190060,98853,0.526,172464,216064,92442,108871,0.493,0.567
"557","Curicó",1998,3,79332,48693,0.495,71775,87980,45118,50560,0.455,0.537
"558","Curicó",2003,3,101905,61983,0.513,92351,115653,60019,64604,0.467,0.56
"559","Curicó",1996,3,56684,39622,0.437,53516,61646,36681,40441,0.408,0.469
"560","Curicó",2011,3,197348,123240,0.472,184327,211879,120727,128296,0.448,0.498
"561","Curicó",2015,3,195344,148505,0.397,187488,203041,144256,153164,0.38,0.411
"562","Curicó",1994,3,61286,31344,0.573,53325,69324,29346,32720,0.507,0.61
"563","Dalcahue",2003,3,76851,47439,0.473,68085,84736,43773,51412,0.425,0.516
"564","Dalcahue",2006,3,127970,95379,0.397,118360,141438,90636,98912,0.36,0.446
"565","Dalcahue",2000,3,66899,45820,0.456,61530,73783,40499,49333,0.416,0.497
"566","Dalcahue",2011,3,153358,124613,0.371,141131,169958,100400,138290,0.328,0.399
"567","Dalcahue",2009,3,185059,130522,0.399,163260,213971,127677,149349,0.346,0.476
"568","Diego de Almagro",1998,3,85740,52133,0.463,78362,94131,50200,61184,0.431,0.493
"569","Diego de Almagro",2009,3,233418,171556,0.458,206129,258571,156773,177384,0.424,0.498
"570","Diego de Almagro",1994,3,60876,37487,0.513,54822,67555,35771,39610,0.475,0.539
"571","Diego de Almagro",2011,3,335025,191497,0.502,294722,376389,170471,217510,0.466,0.535
"572","Diego de Almagro",1992,3,43595,31452,0.423,41049,47079,29132,33584,0.399,0.454
"573","Diego de Almagro",2000,3,96559,61893,0.471,87371,105889,60714,64985,0.434,0.508
"574","Diego de Almagro",2006,3,192313,132802,0.476,165910,247408,115270,143534,0.403,0.584
"575","Diego de Almagro",2003,3,116879,66362,0.492,103680,130587,61925,75006,0.444,0.537
"576","Doñihue",1998,3,175078,75615,0.613,148915,202971,70024,80851,0.567,0.644
"577","Doñihue",2009,3,151279,109535,0.395,140718,163250,95096,121770,0.369,0.418
"578","Doñihue",1996,3,72742,49755,0.454,66252,80256,42529,55734,0.409,0.491
"579","Doñihue",2000,3,90066,59687,0.445,83347,97445,56373,65404,0.421,0.474
"580","Doñihue",2006,3,132469,99534,0.394,123710,142762,94498,112184,0.364,0.423
"581","Doñihue",2011,3,147340,122001,0.342,134168,158133,109400,122833,0.298,0.375
"582","Doñihue",2003,3,124013,88114,0.438,112591,135131,82639,96633,0.393,0.477
"583","El Bosque",2009,3,165274,132629,0.381,158238,175438,127612,136878,0.364,0.403
"584","El Bosque",2003,3,112907,76186,0.447,105449,126401,74593,77967,0.413,0.487
"585","El Bosque",2006,3,120094,87280,0.416,113483,126424,83407,92213,0.394,0.439
"586","El Bosque",1998,3,100176,79644,0.4,93774,105976,72475,83059,0.374,0.429
"587","El Bosque",1992,3,67665,37651,0.526,61394,73859,36159,40540,0.497,0.555
"588","El Bosque",1996,3,95644,65000,0.467,89677,101597,60096,67285,0.445,0.486
"589","El Bosque",1994,3,64873,44896,0.456,58955,70845,41942,46550,0.416,0.488
"590","El Bosque",2000,3,115675,80576,0.468,106590,127505,77063,84169,0.434,0.515
"591","El Bosque",2015,3,184560,150714,0.379,178366,190038,146219,154583,0.366,0.39
"592","El Bosque",2011,3,150146,117700,0.359,139758,164536,108563,133421,0.32,0.402
"593","El Carmen",2003,3,56030,33921,0.522,52217,61052,30720,37146,0.493,0.547
"594","El Carmen",1992,3,35277,20733,0.526,29254,41055,19570,22181,0.442,0.584
"595","El Carmen",2009,3,116129,78619,0.446,105446,130834,74653,83432,0.406,0.489
"596","El Carmen",2011,3,149847,96079,0.464,131945,174080,91455,112298,0.386,0.528
"597","El Carmen",2006,3,61275,41416,0.476,55914,67244,38763,46517,0.44,0.518
"598","El Carmen",2000,3,66352,37477,0.509,60296,72583,36078,39385,0.476,0.542
"599","El Carmen",1994,3,30762,15500,0.556,27657,33293,14852,15769,0.529,0.579
"600","El Monte",1992,3,64010,33183,0.57,54967,73589,32190,35298,0.508,0.617
"601","El Monte",2011,3,207396,123913,0.423,177311,230166,111369,153051,0.39,0.447
"602","El Monte",2009,3,161134,97496,0.472,149666,174905,93350,104530,0.441,0.498
"603","El Monte",1994,3,47102,35476,0.428,44199,50099,33942,36720,0.409,0.448
"604","El Monte",2003,3,135166,90492,0.47,125883,151558,82396,100220,0.444,0.498
"605","El Monte",2000,3,92999,58535,0.497,81623,111391,53307,64572,0.449,0.575
"606","El Monte",1998,3,91227,60398,0.474,84384,98101,53975,65901,0.452,0.502
"607","El Monte",1990,3,35081,20421,0.522,31127,38712,18841,20939,0.472,0.555
"608","El Monte",2006,3,128133,81016,0.524,106704,159582,75825,89030,0.43,0.604
"609","El Quisco",1998,3,71666,50856,0.457,64167,80915,45180,57434,0.418,0.489
"610","El Quisco",2009,3,164555,129361,0.37,153573,174607,123046,136172,0.345,0.395
"611","El Quisco",2011,3,209318,145224,0.429,152455,264086,133050,153691,0.327,0.491
"612","El Quisco",1994,3,51642,37421,0.455,47664,56163,33245,38881,0.423,0.485
"613","El Quisco",2003,3,110185,73026,0.45,98964,121794,68070,77860,0.413,0.491
"614","El Quisco",2006,3,155368,107008,0.487,135418,177178,94418,110996,0.432,0.541
"615","El Quisco",2015,3,216754,167377,0.377,204638,229782,163500,183538,0.355,0.405
"616","El Quisco",2000,3,96899,69273,0.454,85674,113721,61056,74707,0.407,0.508
"617","El Tabo",1994,3,52227,33433,0.469,47124,58113,32130,36312,0.423,0.509
"618","El Tabo",2011,3,126651,78430,0.342,103587,147032,72739,114224,0.256,0.388
"619","El Tabo",2003,3,99461,67280,0.422,90421,110983,63650,74891,0.386,0.453
