"","comuna_name","year","geography_unit","weighted_mean_income","weighted_median_income","weighted_gini_income","lb_weighted_mean_income","ub_weighted_mean_income","lb_weighted_median_income","ub_weighted_median_income","lb_weighted_gini_income","ub_weighted_gini_income"
"620","El Tabo",2009,3,176851,133454,0.359,165294,190302,127442,142030,0.332,0.381
"621","El Tabo",2006,3,122121,96731,0.365,112808,131780,89613,100840,0.341,0.396
"622","El Tabo",1998,3,110940,80047,0.412,98794,131918,64339,89798,0.372,0.458
"623","Empedrado",1998,3,66599,42958,0.456,59914,72218,41702,47525,0.42,0.487
"624","Empedrado",2011,3,109757,93924,0.314,100073,120949,89042,101680,0.281,0.349
"625","Empedrado",2009,3,93761,67978,0.404,86291,101532,63828,75000,0.374,0.442
"626","Empedrado",1996,3,50782,35749,0.415,46686,54724,34662,39500,0.388,0.443
"627","Empedrado",2000,3,83890,54780,0.478,76185,95793,52000,57262,0.428,0.529
"628","Empedrado",1994,3,45194,26648,0.493,38544,53348,25606,29096,0.434,0.563
"629","Empedrado",2003,3,81411,57922,0.434,74548,91623,54649,60948,0.391,0.48
"630","Empedrado",2006,3,78472,52393,0.436,69909,86924,49872,56715,0.396,0.48
"631","Ercilla",1998,3,42516,30777,0.418,38955,46262,28839,32303,0.371,0.464
"632","Ercilla",2009,3,110096,66169,0.53,98046,127315,54109,72759,0.5,0.573
"633","Ercilla",2011,3,73275,55040,0.394,65421,82462,47676,62170,0.352,0.432
"634","Ercilla",2000,3,154753,40590,0.79,102050,206944,35768,45000,0.705,0.834
"635","Ercilla",1996,3,44884,30792,0.489,37859,57150,28602,31620,0.408,0.597
"636","Ercilla",2003,3,59303,42428,0.436,53823,64261,40571,44957,0.401,0.471
"637","Ercilla",2006,3,64883,40097,0.476,58274,71288,36935,43701,0.444,0.506
"638","Estación Central",2006,3,186114,129427,0.438,172795,199878,120800,135304,0.404,0.459
"639","Estación Central",1998,3,601899,378666,0.46,540806,681177,361786,384183,0.425,0.496
"640","Estación Central",2015,3,227031,196142,0.334,213879,239270,193926,206246,0.311,0.356
"641","Estación Central",1990,3,183852,141539,0.467,169051,200006,121928,150351,0.438,0.497
"642","Estación Central",2009,3,205417,151340,0.424,195531,217799,143904,160293,0.402,0.446
"643","Estación Central",1994,3,331456,283815,0.363,310391,354350,266166,320696,0.342,0.382
"644","Estación Central",1992,3,327998,222801,0.45,308418,349632,210002,223119,0.432,0.473
"645","Estación Central",2011,3,182813,145645,0.412,166171,194871,127332,156164,0.385,0.438
"646","Estación Central",2003,3,628145,436005,0.449,571553,687173,403486,482193,0.414,0.498
"647","Florida",1992,3,28897,17945,0.495,27313,31836,15432,20364,0.463,0.533
"648","Florida",2006,3,86539,60744,0.457,76694,97467,59256,62901,0.402,0.51
"649","Florida",2000,3,60139,43390,0.413,55302,65099,38077,47813,0.387,0.444
"650","Florida",2003,3,54913,43322,0.418,50920,58720,41436,46867,0.39,0.441
"651","Florida",2009,3,132296,97936,0.424,118410,147182,92619,101820,0.376,0.477
"652","Florida",1994,3,28303,20383,0.414,26469,30146,19769,21459,0.392,0.437
"653","Florida",2011,3,148024,94517,0.451,130970,168558,86542,104125,0.413,0.491
"654","Freire",2011,3,94910,68612,0.471,85611,106085,62405,73911,0.43,0.517
"655","Freire",2000,3,48759,34209,0.434,45895,51357,32677,35729,0.409,0.454
"656","Freire",2003,3,80632,54840,0.483,74367,88886,51918,58880,0.447,0.518
"657","Freire",2015,3,145747,123334,0.339,136766,153009,114211,127421,0.313,0.37
"658","Freire",2009,3,88918,62653,0.397,81127,99785,60839,71359,0.356,0.448
"659","Freire",2006,3,84644,59495,0.46,77910,93919,56540,64362,0.423,0.492
"660","Freirina",2000,3,97897,62240,0.483,89770,106023,57984,66750,0.447,0.513
"661","Freirina",1994,3,64768,40541,0.537,58169,73573,32130,41013,0.501,0.574
"662","Freirina",1992,3,49570,26825,0.526,43984,58056,25752,28166,0.483,0.576
"663","Freirina",2003,3,105692,78772,0.451,95815,118949,74218,85616,0.4,0.498
"664","Freirina",1998,3,80741,51386,0.443,74932,86378,49704,57169,0.42,0.466
"665","Freirina",2006,3,134148,97312,0.411,123610,146185,90945,105298,0.368,0.44
"666","Freirina",2009,3,119066,94515,0.365,112567,128708,83983,104599,0.342,0.383
"667","Freirina",2011,3,191731,146933,0.437,167657,216603,136857,159604,0.385,0.486
"668","Fresia",2011,3,204593,121241,0.501,174505,238453,112356,126173,0.428,0.554
"669","Fresia",2003,3,72850,42000,0.521,65225,81835,37742,46336,0.486,0.56
"670","Fresia",2006,3,115674,80945,0.44,106516,123766,77905,85178,0.407,0.461
"671","Fresia",2009,3,216049,124779,0.495,193887,248676,119419,135023,0.443,0.543
"672","Frutillar",2011,3,179798,112479,0.485,137120,240683,102988,133513,0.362,0.606
"673","Frutillar",2006,3,197008,89267,0.612,161584,231880,82325,93945,0.551,0.651
"674","Frutillar",2015,3,162423,135879,0.346,152284,173183,129063,144244,0.314,0.376
"675","Frutillar",2003,3,61396,39801,0.482,53530,73490,38976,41482,0.427,0.557
"676","Frutillar",2000,3,58128,41693,0.464,52107,65449,39706,43960,0.419,0.512
"677","Frutillar",2009,3,142111,94977,0.441,125871,156918,94461,101928,0.398,0.466
"678","Futrono",2011,3,145182,116996,0.368,131714,156731,103398,119712,0.335,0.397
"679","Futrono",2009,3,115388,79462,0.433,103551,127925,77566,85063,0.385,0.469
"680","Galvarino",2000,3,47822,30155,0.54,43616,53525,26318,32260,0.506,0.579
"681","Galvarino",2003,3,77560,43587,0.514,70057,84433,42026,46354,0.484,0.545
"682","Galvarino",2011,3,103162,81216,0.352,95251,117385,75854,87425,0.311,0.393
"683","Galvarino",2006,3,102108,39478,0.685,76315,124823,37742,44255,0.594,0.737
"684","Galvarino",2009,3,110621,73934,0.464,102240,121737,70398,74732,0.423,0.497
"685","Gorbea",1998,3,63189,35083,0.532,56540,72878,32960,38182,0.48,0.574
"686","Gorbea",1996,3,69098,34078,0.597,54790,85308,31103,36558,0.521,0.647
"687","Gorbea",2009,3,131909,79747,0.493,112139,148076,78360,83818,0.41,0.539
"688","Gorbea",2000,3,66013,42361,0.503,59844,73986,38841,46669,0.455,0.545
"689","Gorbea",2003,3,108072,54153,0.611,86409,133099,50896,58119,0.552,0.663
"690","Gorbea",2006,3,80086,56948,0.462,73835,85771,53791,58099,0.435,0.485
"691","Gorbea",2011,3,117873,83410,0.457,104104,137116,72370,91410,0.406,0.494
"692","Graneros",2015,3,226146,170906,0.391,209102,241974,163819,183450,0.364,0.416
"693","Graneros",2011,3,177660,128885,0.389,167459,193260,122268,132504,0.358,0.418
"694","Graneros",2009,3,162615,122883,0.384,149829,178834,115221,126427,0.341,0.423
"695","Graneros",2006,3,96915,75745,0.35,91100,104215,72863,80493,0.321,0.382
"696","Hijuelas",1998,3,87157,61174,0.428,81657,92721,57334,66069,0.409,0.447
"697","Hijuelas",2011,3,145730,114500,0.368,128632,175469,96080,163455,0.31,0.425
"698","Hijuelas",2000,3,115697,68909,0.506,101281,133404,59077,91310,0.456,0.557
"699","Hijuelas",2009,3,141972,99965,0.445,129263,158264,93686,108679,0.4,0.479
"700","Hijuelas",2006,3,107267,85182,0.403,96874,122271,78081,87490,0.352,0.474
"701","Hijuelas",2003,3,114453,75833,0.508,93689,147673,72535,86755,0.412,0.618
"702","Hijuelas",1994,3,48406,30301,0.461,44482,53447,28226,32527,0.437,0.487
"703","Hualañé",2011,3,117729,103263,0.344,107226,126252,83837,114917,0.321,0.361
"704","Hualañé",2009,3,97523,69009,0.415,88727,104383,63330,76674,0.387,0.436
"705","Hualañé",2006,3,100864,58715,0.517,91513,110964,53019,67139,0.49,0.542
"706","Hualañé",2003,3,66075,42895,0.446,60013,74678,41624,43993,0.396,0.502
"707","Hualañé",2000,3,71124,40000,0.538,63215,79868,37298,45716,0.488,0.571
"708","Hualañé",1994,3,33271,20940,0.479,30027,36101,19843,21480,0.434,0.506
"709","Hualpén",2006,3,136334,90658,0.483,125618,152770,84333,95839,0.453,0.513
"710","Hualpén",2000,3,71120,45753,0.464,64459,78385,39474,51283,0.434,0.491
"711","Hualpén",1994,3,24882,16802,0.444,23109,27292,15130,18704,0.417,0.47
"712","Hualpén",2009,3,189776,121722,0.468,175806,211101,113833,130130,0.434,0.508
"713","Hualpén",1992,3,30544,14231,0.586,26999,36323,12968,15065,0.543,0.645
"714","Hualpén",2003,3,61592,45540,0.418,57128,67891,39476,52211,0.385,0.461
"715","Hualpén",2015,3,179094,143067,0.341,170887,188068,140360,149052,0.322,0.355
"716","Hualpén",2011,3,272239,132763,0.481,196176,366025,132763,163452,0.375,0.519
"717","Hualqui",2000,3,61631,33942,0.528,54916,69596,32100,39701,0.481,0.573
"718","Hualqui",2006,3,83638,66983,0.382,79475,87856,62513,69586,0.354,0.401
"719","Hualqui",2011,3,98583,74792,0.354,89544,110522,71306,82551,0.316,0.384
"720","Hualqui",1992,3,29681,19521,0.475,26750,32644,18501,20307,0.436,0.509
"721","Hualqui",2003,3,59242,39762,0.462,54197,65687,36943,42208,0.425,0.497
"722","Hualqui",1994,3,32745,19278,0.492,28989,38268,18196,21156,0.433,0.556
"723","Hualqui",1998,3,76754,28162,0.711,45814,118102,26882,28720,0.518,0.809
"724","Hualqui",2009,3,101596,82875,0.372,96270,107020,79681,87676,0.354,0.392
"725","Hualqui",1996,3,33292,24140,0.441,30955,36570,23252,25200,0.402,0.48
"726","Huara",2011,3,165287,136583,0.364,148532,177867,129799,145252,0.325,0.397
"727","Huara",2009,3,126943,87139,0.408,113214,142627,77185,101971,0.358,0.453
"728","Huasco",2011,3,176406,125586,0.429,165077,189662,115036,138597,0.395,0.461
"729","Huasco",1992,3,36593,27911,0.371,34513,38850,27013,29046,0.346,0.393
"730","Huasco",2003,3,83763,60209,0.465,77488,90790,53350,62417,0.434,0.498
"731","Huasco",1994,3,38557,28346,0.422,35692,41542,25815,30234,0.4,0.453
"732","Huasco",2000,3,66531,44748,0.447,62277,70662,42593,47986,0.419,0.466
"733","Huasco",1998,3,67754,55737,0.407,62621,72373,50193,58638,0.377,0.431
"734","Huasco",2006,3,143941,106619,0.426,130650,156701,95489,113466,0.394,0.457
"735","Huasco",2009,3,154967,109113,0.421,138444,174670,106144,117225,0.374,0.478
"736","Huechuraba",2011,3,234230,166045,0.476,205384,268816,154646,180464,0.426,0.514
"737","Huechuraba",2003,3,992523,579837,0.524,841878,1146266,515916,639616,0.444,0.575
"738","Huechuraba",1992,3,282842,191148,0.473,253499,318998,177109,203403,0.427,0.512
"739","Huechuraba",2006,3,173190,93860,0.557,156093,199636,88634,103064,0.513,0.605
"740","Huechuraba",1994,3,959836,380275,0.676,769036,1231965,359479,396857,0.605,0.733
"741","Huechuraba",2009,3,199759,120000,0.499,179762,218874,110500,128211,0.472,0.518
"742","Huechuraba",1998,3,704831,555986,0.426,658925,766126,532813,590237,0.397,0.448
"743","Illapel",2011,3,197039,137343,0.437,165317,234003,130392,148103,0.334,0.525
"744","Illapel",1994,3,58300,37010,0.456,54500,62050,34615,40516,0.43,0.474
"745","Illapel",1992,3,48429,28340,0.505,44771,52693,26840,29484,0.475,0.53
"746","Illapel",1990,3,28863,16473,0.522,25914,31437,15308,17054,0.484,0.549
"747","Illapel",2009,3,141543,109534,0.381,131711,152403,106236,113918,0.355,0.404
"748","Illapel",2015,3,193280,142886,0.437,174197,212347,131414,149822,0.396,0.48
"749","Illapel",2000,3,122727,56888,0.609,90577,198239,52118,62062,0.499,0.756
"750","Illapel",1998,3,70877,42520,0.493,63352,78029,41137,47781,0.446,0.531
"751","Illapel",2003,3,122542,67694,0.555,105231,139345,61739,70676,0.495,0.604
"752","Illapel",1996,3,63550,37031,0.527,57349,70614,35000,38603,0.492,0.565
"753","Illapel",2006,3,114743,79580,0.424,108737,123592,73044,88286,0.397,0.456
"754","Independencia",2011,3,270623,233978,0.407,234196,309063,189587,255911,0.356,0.442
"755","Independencia",1998,3,691871,236120,0.667,603465,777692,182437,286207,0.639,0.689
"756","Independencia",2009,3,245971,155232,0.481,221449,268569,143206,171069,0.434,0.519
"757","Independencia",1992,3,283831,61988,0.653,260376,310451,49593,75208,0.63,0.671
"758","Independencia",1994,3,144561,48195,0.651,130492,160499,47466,53746,0.626,0.668
"759","Independencia",2006,3,168538,133363,0.394,158924,177942,126538,137544,0.374,0.416
"760","Independencia",2003,3,662595,289905,0.621,585436,770597,285556,342667,0.585,0.672
"761","Iquique",1998,3,96777,70990,0.455,90575,107790,61918,77884,0.427,0.486
"762","Iquique",1992,3,56720,33761,0.525,52172,61016,32060,35401,0.495,0.556
"763","Iquique",2000,3,128332,62146,0.584,110542,149185,58655,67757,0.534,0.633
"764","Iquique",2015,3,388609,225000,0.522,360957,418921,212987,230749,0.497,0.552
"765","Iquique",2009,3,193091,139334,0.434,181150,209074,135274,148351,0.414,0.456
"766","Iquique",1996,3,84317,54688,0.488,76137,95146,51075,59432,0.438,0.532
"767","Iquique",2011,3,254918,170520,0.443,242913,266789,164028,178274,0.427,0.458
"768","Iquique",2003,3,120020,72941,0.496,111893,130726,64636,79510,0.474,0.521
"769","Iquique",1994,3,86944,49220,0.545,80773,93457,46624,52036,0.521,0.56
"770","Iquique",2006,3,162508,128991,0.389,153296,172384,123243,135046,0.369,0.403
"771","Iquique",1990,3,35555,22558,0.482,33886,37793,21841,22702,0.461,0.506
"772","Isla de Maipo",2009,3,134403,103184,0.398,125455,145724,98908,110500,0.372,0.43
"773","Isla de Maipo",2011,3,155278,121190,0.333,142735,169633,111568,128299,0.298,0.363
"774","Isla de Maipo",2006,3,116200,83916,0.41,108548,124591,79682,86635,0.376,0.441
"775","Isla de Maipo",1998,3,69063,55519,0.37,64948,76125,48051,57846,0.346,0.397
"776","Isla de Maipo",1992,3,40613,24792,0.481,36371,44234,23631,26523,0.425,0.526
"777","Isla de Maipo",1994,3,55443,32130,0.516,49422,60101,30040,34241,0.47,0.547
"778","Isla de Maipo",2003,3,118255,64870,0.536,106313,126827,58530,71514,0.503,0.556
"779","Isla de Maipo",2000,3,83021,51632,0.464,73191,97463,47246,56856,0.406,0.534
"780","Isla de Maipo",1990,3,24894,17465,0.465,22469,27617,15893,19085,0.419,0.5
"781","La Cisterna",1994,3,273120,189607,0.481,241441,301926,170289,198599,0.435,0.514
"782","La Cisterna",2000,3,686272,447580,0.474,635650,744162,403368,481151,0.446,0.497
"783","La Cisterna",1996,3,566815,347344,0.513,521608,629941,319244,399970,0.482,0.545
"784","La Cisterna",1990,3,150513,116213,0.462,139306,162202,110972,125139,0.435,0.498
"785","La Cisterna",2009,3,246742,152858,0.496,216178,279791,145628,162036,0.434,0.548
"786","La Cisterna",2011,3,190275,154847,0.352,179683,204065,139520,178798,0.321,0.376
"787","La Cisterna",1992,3,268567,156661,0.525,250192,294527,147533,171734,0.501,0.555
"788","La Cisterna",2006,3,206425,139934,0.468,190314,219040,125126,150332,0.442,0.486
"789","La Cisterna",1998,3,530724,370174,0.49,484049,574700,315848,388816,0.45,0.521
"790","La Cisterna",2003,3,696153,388417,0.551,624040,819065,349895,420620,0.513,0.598
"791","La Cruz",2011,3,203387,135612,0.466,168639,249239,135230,143812,0.374,0.542
"792","La Cruz",2003,3,126896,76633,0.465,112636,140835,74100,84828,0.425,0.499
"793","La Cruz",1998,3,63042,45620,0.442,58430,68399,41833,47500,0.412,0.469
"794","La Cruz",1994,3,34468,29476,0.334,32726,36411,28111,30802,0.314,0.351
"795","La Cruz",2006,3,119389,86165,0.423,111101,127225,81786,94046,0.389,0.442
"796","La Cruz",2000,3,71371,48556,0.445,62274,83627,39601,51490,0.404,0.482
"797","La Cruz",2009,3,170933,110500,0.489,155907,186629,101311,118189,0.452,0.531
"798","La Estrella",1994,3,42110,26621,0.479,35662,51662,25949,28049,0.391,0.562
"799","La Estrella",2011,3,186821,149724,0.32,153410,222963,134032,157206,0.252,0.356
"800","La Estrella",2000,3,97744,43745,0.622,65075,156695,41492,47710,0.44,0.759
"801","La Estrella",1992,3,37432,23657,0.495,34150,40841,22364,25608,0.473,0.519
"802","La Estrella",1998,3,60873,43126,0.417,55861,66481,40319,47395,0.37,0.451
"803","La Estrella",2009,3,144590,90356,0.478,125364,170733,82477,91281,0.402,0.54
"804","La Estrella",2003,3,81672,52899,0.444,76693,88945,51634,55577,0.417,0.477
"805","La Estrella",1990,3,23361,17875,0.437,21793,25353,16221,19569,0.407,0.471
"806","La Estrella",1996,3,55579,33404,0.495,48329,64698,32252,35750,0.432,0.55
"807","La Estrella",2006,3,108832,66550,0.46,95967,122212,65755,72203,0.405,0.507
"808","La Florida",2015,3,277718,209666,0.39,266413,290913,196356,214153,0.37,0.409
"809","La Florida",2003,3,331349,211633,0.488,309198,359576,203133,225670,0.467,0.513
"810","La Florida",1994,3,181664,118449,0.537,159545,201156,109628,136591,0.497,0.573
"811","La Florida",2011,3,264648,213827,0.4,246303,283793,189598,228774,0.38,0.426
"812","La Florida",2000,3,371381,270336,0.448,342126,409117,257381,282404,0.421,0.484
"813","La Florida",1992,3,142115,83524,0.534,126825,155598,80008,94018,0.496,0.559
"814","La Florida",1998,3,370260,241084,0.472,339085,407413,216927,249049,0.455,0.498
"815","La Florida",1990,3,99354,75507,0.434,92296,106926,69271,79200,0.4,0.465
"816","La Florida",2009,3,230734,167530,0.427,218219,242940,153332,175248,0.411,0.45
"817","La Florida",2006,3,237681,165287,0.479,219115,254077,148290,169135,0.454,0.511
"818","La Florida",1996,3,276465,203577,0.439,258664,293429,191773,224139,0.418,0.464
"819","La Granja",2000,3,447209,349393,0.477,412674,493820,317987,365561,0.441,0.523
"820","La Granja",2015,3,214693,175000,0.316,207711,223690,169519,184712,0.293,0.341
"821","La Granja",2011,3,171144,125114,0.384,158797,185106,123332,140904,0.358,0.417
"822","La Granja",2009,3,135115,101098,0.419,126689,144734,92037,108325,0.393,0.445
"823","La Granja",2003,3,445691,282327,0.505,416655,475338,251082,307241,0.487,0.521
"824","La Granja",1994,3,291748,223289,0.47,274727,312019,210589,227052,0.445,0.493
"825","La Granja",1990,3,98197,68208,0.511,91425,106532,61931,70889,0.479,0.535
"826","La Granja",1996,3,327617,228525,0.482,298889,370053,212800,266000,0.448,0.521
"827","La Granja",1992,3,226140,152771,0.512,211925,241932,150326,180320,0.48,0.537
"828","La Granja",1998,3,434042,344347,0.457,397562,467119,317304,390761,0.426,0.476
"829","La Granja",2006,3,112791,90080,0.376,107589,117273,84820,94154,0.36,0.394
"830","La Higuera",1994,3,34199,27029,0.389,32229,36502,26270,28999,0.361,0.409
"831","La Higuera",2011,3,222759,123713,0.481,177965,262380,110918,165320,0.405,0.536
"832","La Higuera",2006,3,108017,68711,0.472,98723,116243,66515,72786,0.435,0.502
"833","La Higuera",2000,3,60075,44337,0.406,55071,64528,42061,46402,0.379,0.433
"834","La Higuera",2009,3,162708,109004,0.473,139800,191944,104315,117761,0.398,0.53
"835","La Higuera",2003,3,73447,53771,0.409,67507,79974,49792,58528,0.382,0.449
"836","La Higuera",1998,3,59447,41444,0.404,54926,65381,38070,45611,0.367,0.448
"837","La Ligua",2009,3,138558,107500,0.38,129869,147766,101862,113815,0.35,0.409
"838","La Ligua",2003,3,111636,78534,0.442,104818,118988,70724,84877,0.417,0.456
"839","La Ligua",2015,3,170427,137666,0.348,163016,178037,133693,146782,0.333,0.369
"840","La Ligua",1994,3,55590,39636,0.452,51812,60087,35835,40459,0.423,0.476
"841","La Ligua",2000,3,125575,75532,0.539,113139,137025,69864,78112,0.509,0.562
"842","La Ligua",2011,3,117662,93483,0.391,106573,129094,87465,102154,0.351,0.426
"843","La Ligua",1996,3,90975,66613,0.452,81579,101425,61065,71117,0.409,0.5
"844","La Ligua",2006,3,109978,78171,0.447,102477,117508,73405,82005,0.425,0.475
"845","La Ligua",1998,3,90909,62645,0.46,86035,97620,58474,65193,0.436,0.488
"846","La Pintana",2011,3,162039,132613,0.363,151922,174516,129990,135790,0.337,0.387
"847","La Pintana",1990,3,53365,34413,0.491,49025,57120,32254,35440,0.463,0.509
"848","La Pintana",1998,3,151935,94312,0.496,140135,163717,83326,103533,0.476,0.516
"849","La Pintana",1994,3,105999,72893,0.458,98276,114439,66394,79503,0.44,0.481
"850","La Pintana",2009,3,106637,84012,0.392,102012,112206,81033,85933,0.364,0.418
"851","La Pintana",2003,3,224622,148224,0.491,210186,249536,143427,156781,0.463,0.525
"852","La Pintana",2015,3,167433,142207,0.329,160725,173492,135218,144135,0.315,0.343
"853","La Pintana",1996,3,145219,98294,0.477,137151,157318,85261,103942,0.453,0.502
"854","La Pintana",2000,3,142350,1e+05,0.429,135148,150504,96230,108089,0.411,0.448
"855","La Pintana",1992,3,66458,45406,0.446,60173,73477,44745,47145,0.407,0.485
"856","La Pintana",2006,3,104128,74100,0.395,99885,110715,72215,78789,0.377,0.415
"857","La Reina",1992,3,44340,30481,0.425,41674,47253,29508,32156,0.403,0.446
"858","La Reina",1994,3,86313,47034,0.56,80273,97027,44982,50241,0.533,0.585
"859","La Reina",1990,3,21762,17499,0.376,20459,22924,15848,18541,0.355,0.391
"860","La Reina",1998,3,115994,74296,0.491,104962,128792,66174,77579,0.449,0.523
"861","La Reina",2009,3,680414,427966,0.511,616017,756415,394342,502029,0.472,0.545
"862","La Reina",2006,3,355008,260477,0.481,329486,381494,234077,270906,0.455,0.496
"863","La Reina",2003,3,132556,79213,0.507,124609,141927,77128,88034,0.486,0.527
"864","La Reina",2011,3,441936,221682,0.576,363147,519835,178726,296902,0.535,0.614
"865","La Reina",2000,3,136940,87905,0.477,127210,145835,80775,99434,0.457,0.496
"866","La Serena",1996,3,109954,61286,0.515,102715,119495,55950,67297,0.494,0.537
"867","La Serena",1994,3,72501,43589,0.518,68567,78166,40111,44803,0.496,0.539
"868","La Serena",1998,3,146989,74081,0.565,133933,158682,67296,80376,0.535,0.59
"869","La Serena",1992,3,48322,25679,0.518,45085,51981,24659,27887,0.492,0.539
"870","La Serena",2003,3,182371,80000,0.616,159476,201761,75975,87390,0.576,0.641
"871","La Serena",1990,3,37925,19069,0.565,35432,41202,18628,20212,0.54,0.591
"872","La Serena",2015,3,253884,170833,0.44,246264,262074,165910,176693,0.428,0.449
"873","La Serena",2011,3,210197,153463,0.432,190315,228651,137431,165138,0.401,0.47
"874","La Serena",2000,3,157941,81538,0.547,142775,178564,74839,86815,0.51,0.583
"875","La Serena",2009,3,165721,114675,0.424,156658,176271,110500,120414,0.4,0.447
"876","La Serena",2006,3,169848,85850,0.561,152807,194274,84567,88750,0.527,0.589
"877","La Unión",2015,3,196465,125254,0.441,184497,213155,123300,139707,0.413,0.472
"878","La Unión",2011,3,161614,105009,0.468,149320,172786,99559,110719,0.438,0.495
"879","La Unión",2009,3,153463,88963,0.539,136081,177789,80414,95000,0.49,0.589
"880","Lago Ranco",2011,3,173911,105410,0.514,135448,216641,94644,114977,0.407,0.595
"881","Lago Ranco",2009,3,120410,71950,0.507,106369,134130,68230,79308,0.475,0.532
"882","Laja",2011,3,193637,112682,0.513,146361,264933,105781,132627,0.429,0.567
"883","Laja",1996,3,55769,39640,0.441,52233,59039,36858,41729,0.42,0.461
"884","Laja",2009,3,139528,96122,0.455,130644,152071,90491,107006,0.427,0.481
"885","Laja",2000,3,65391,47089,0.439,60752,69217,45022,47988,0.414,0.46
"886","Laja",1998,3,58494,39657,0.447,54780,61787,37910,42321,0.424,0.469
"887","Laja",1992,3,31208,22143,0.438,29127,33803,20428,23954,0.411,0.469
"888","Laja",2006,3,129480,69578,0.536,119813,143554,63147,78038,0.51,0.569
"889","Laja",2015,3,166318,109681,0.453,150473,185962,105002,119722,0.394,0.497
"890","Laja",1994,3,40333,32537,0.384,37902,42631,29812,34800,0.364,0.4
"891","Laja",1990,3,33892,15221,0.615,29431,38666,14730,16876,0.559,0.656
"892","Laja",2003,3,73501,51581,0.469,62817,85065,45800,58976,0.399,0.542
"893","Lanco",2011,3,146809,102786,0.44,126830,177286,97049,106664,0.376,0.515
"894","Lanco",2009,3,126053,87225,0.39,118461,133647,85223,90358,0.369,0.41
"895","Las Cabras",2011,3,149533,109317,0.388,134096,171485,100762,124098,0.327,0.444
"896","Las Cabras",2000,3,77222,49853,0.477,69590,88524,47636,52803,0.432,0.524
"897","Las Cabras",2009,3,132592,98365,0.367,124142,142899,93677,101775,0.34,0.388
"898","Las Cabras",2003,3,87170,65876,0.389,79944,92629,61667,68719,0.351,0.418
"899","Las Cabras",1998,3,61830,51227,0.386,58105,65300,45356,52540,0.356,0.405
"900","Las Cabras",2006,3,91412,69782,0.402,85617,98858,66349,72168,0.365,0.434
"901","Las Cabras",1996,3,52985,36613,0.457,45969,60521,34628,38627,0.393,0.521
"902","Las Condes",1996,3,128787,72315,0.478,119764,142147,67736,80416,0.457,0.5
"903","Las Condes",1990,3,41266,21965,0.551,36162,45609,20110,23548,0.508,0.582
"904","Las Condes",2011,3,905771,674306,0.464,845466,959642,623894,719425,0.439,0.482
"905","Las Condes",1994,3,77366,52307,0.436,73275,81350,50872,54662,0.412,0.453
"906","Las Condes",1992,3,53071,40715,0.415,50038,56453,37183,41762,0.391,0.44
"907","Las Condes",2015,3,990201,778121,0.429,959468,1017025,750000,8e+05,0.417,0.444
"908","Las Condes",2000,3,152662,101152,0.474,141815,160268,96230,104188,0.449,0.488
"909","Las Condes",2003,3,147769,102800,0.446,140105,158818,99548,109083,0.421,0.467
"910","Las Condes",2009,3,1074535,594634,0.509,928293,1217786,559305,712934,0.467,0.544
"911","Las Condes",2006,3,700409,475321,0.475,653998,757143,438644,526194,0.449,0.501
"912","Las Condes",1998,3,153530,104067,0.475,141233,167154,94599,110389,0.442,0.505
"913","Lautaro",2003,3,111391,54256,0.608,80039,155196,50611,54256,0.463,0.713
"914","Lautaro",1996,3,63318,32529,0.531,56353,73024,30654,36514,0.483,0.577
"915","Lautaro",2015,3,155540,116382,0.398,148856,164451,105314,121667,0.379,0.421
"916","Lautaro",2009,3,115704,72927,0.498,100628,128104,68281,76055,0.441,0.537
"917","Lautaro",2000,3,75526,41846,0.542,67394,86693,38282,45650,0.487,0.597
"918","Lautaro",1998,3,65089,32583,0.557,59186,73291,30073,35504,0.525,0.59
"919","Lautaro",2011,3,126868,92061,0.467,109347,151143,85270,101477,0.407,0.541
"920","Lautaro",2006,3,95555,61774,0.469,86840,102060,59172,68161,0.445,0.495
"921","Lebu",2003,3,97068,61310,0.477,91135,104633,59269,63834,0.457,0.496
"922","Lebu",2000,3,359096,63256,0.723,293062,464541,51112,78344,0.694,0.744
"923","Lebu",1990,3,47265,18216,0.673,37958,61483,16425,19564,0.6,0.73
"924","Lebu",1996,3,131224,55616,0.646,116787,148519,51154,59998,0.619,0.672
"925","Lebu",2006,3,71091,50235,0.437,66208,76190,47015,53462,0.414,0.462
"926","Lebu",1994,3,52196,31808,0.525,46195,59698,26976,33469,0.477,0.568
"927","Lebu",1992,3,40686,21970,0.546,35907,44579,20144,23188,0.504,0.581
"928","Lebu",2011,3,123819,84911,0.402,110474,139268,77268,106981,0.359,0.442
"929","Lebu",1998,3,129922,56475,0.633,110885,152343,52162,64209,0.579,0.675
"930","Lebu",2015,3,190393,126099,0.49,166661,212705,115334,134523,0.438,0.541
"931","Lebu",2009,3,84630,66354,0.352,81039,89364,61666,72595,0.335,0.373
"932","Licantén",1994,3,28865,23305,0.4,26994,31086,20773,24129,0.374,0.424
"933","Licantén",2003,3,63918,40142,0.456,58905,69439,37427,44163,0.43,0.488
"934","Licantén",2000,3,99446,46676,0.6,79271,120182,43875,49940,0.523,0.657
"935","Licantén",2011,3,118769,87520,0.39,108520,128094,83027,100174,0.356,0.416
"936","Licantén",2009,3,173774,110500,0.498,151860,197448,100969,116496,0.45,0.536
